"age" "job" "marital" "education" "default" "balance" "housing" "loan" "contact" "day" "month" "duration" "campaign" "pdays" "previous" "y"
45 "services" "divorced" "primary" "no" 4189 "yes" "no" "unknown" 20 "jun" 10 3 -1 0 "no"
29 "services" "divorced" "secondary" "no" 100 "yes" "no" "teleph" 7 "may" 240 1 -1 0 "no"
42 "blue-collar" "married" "primary" "no" -11 "yes" "no" "unknown" 9 "may" 291 4 -1 0 "no"
31 "blue-collar" "married" "secondary" "no" -671 "yes" "no" "unknown" 2 "jun" 115 2 -1 0 "no"
59 "housemaid" "divorced" "primary" "no" 212 "no" "no" "unknown" 5 "may" 366 2 -1 0 "no"
41 "blue-collar" "married" "primary" "no" 1274 "yes" "no" "unknown" 15 "may" 153 1 -1 0 "no"
57 "housemaid" "married" "secondary" "no" 0 "no" "no" "teleph" 22 "aug" 197 2 -1 0 "no"
43 "services" "divorced" "secondary" "no" 0 "no" "no" "teleph" 31 "jul" 106 4 -1 0 "no"
30 "services" "divorced" "secondary" "no" -102 "yes" "no" "teleph" 14 "jul" 41 2 -1 0 "no"
26 "admin." "single" "secondary" "no" 662 "no" "no" "teleph" 28 "jan" 112 1 -1 0 "no"
52 "management" "single" "tertiary" "no" 4 "no" "yes" "teleph" 28 "jul" 30 9 -1 0 "no"
32 "entrepreneur" "divorced" "secondary" "no" 1218 "yes" "yes" "teleph" 16 "apr" 211 3 -1 0 "no"
39 "management" "divorced" "tertiary" "no" 386 "yes" "no" "teleph" 25 "aug" 313 5 -1 0 "no"
31 "blue-collar" "married" "secondary" "no" 3971 "yes" "yes" "teleph" 21 "nov" 252 1 168 4 "no"
83 "retired" "divorced" "primary" "no" 1192 "no" "no" "teleph" 5 "mar" 181 1 -1 0 "yes"
34 "management" "married" "tertiary" "no" 474 "no" "yes" "teleph" 28 "jul" 118 4 -1 0 "no"
40 "blue-collar" "married" "secondary" "no" 5212 "yes" "no" "teleph" 17 "apr" 57 1 -1 0 "no"
39 "self-employed" "married" "secondary" "no" 289 "no" "no" "teleph" 11 "may" 102 2 -1 0 "no"
50 "unemployed" "married" "secondary" "no" 3649 "no" "no" "teleph" 9 "jun" 239 4 -1 0 "yes"
30 "technician" "married" "tertiary" "no" 110 "yes" "yes" "teleph" 7 "jul" 187 3 -1 0 "no"
43 "blue-collar" "married" "secondary" "no" 11859 "yes" "no" "teleph" 15 "may" 66 2 -1 0 "no"
49 "blue-collar" "married" "secondary" "no" 1704 "no" "no" "unknown" 21 "may" 206 6 -1 0 "no"
41 "retired" "single" "primary" "no" 0 "no" "no" "teleph" 8 "may" 239 1 368 2 "no"
35 "blue-collar" "married" "secondary" "no" 332 "yes" "no" "teleph" 18 "may" 7 7 367 25 "no"
57 "retired" "married" "tertiary" "no" 34 "no" "no" "teleph" 19 "aug" 260 2 -1 0 "no"
29 "entrepreneur" "married" "secondary" "no" 491 "yes" "no" "unknown" 27 "may" 347 1 -1 0 "no"
48 "admin." "married" "secondary" "no" 5 "yes" "no" "unknown" 7 "may" 697 2 -1 0 "no"
38 "entrepreneur" "divorced" "tertiary" "no" 8618 "no" "no" "teleph" 8 "jul" 182 3 -1 0 "no"
41 "entrepreneur" "married" "primary" "no" 42 "yes" "no" "teleph" 21 "nov" 549 2 -1 0 "yes"
39 "housemaid" "married" "primary" "no" 290 "no" "no" "unknown" 9 "jun" 1151 5 -1 0 "no"
31 "management" "married" "tertiary" "no" 5375 "no" "no" "teleph" 11 "aug" 445 1 -1 0 "no"
51 "technician" "married" "secondary" "no" 503 "yes" "no" "unknown" 13 "may" 213 5 -1 0 "no"
35 "unemployed" "single" "secondary" "no" 2300 "yes" "no" "teleph" 13 "may" 409 2 -1 0 "no"
45 "admin." "divorced" "secondary" "no" 64 "yes" "no" "teleph" 24 "jul" 873 8 -1 0 "yes"
28 "blue-collar" "married" "secondary" "no" 142 "yes" "no" "unknown" 12 "may" 147 5 -1 0 "no"
57 "retired" "married" "secondary" "no" 116 "no" "no" "teleph" 14 "jul" 85 2 -1 0 "no"
36 "unemployed" "married" "secondary" "no" -38 "no" "no" "teleph" 30 "jan" 339 3 -1 0 "no"
49 "technician" "married" "primary" "no" 250 "yes" "no" "unknown" 8 "may" 96 1 -1 0 "no"
34 "management" "single" "tertiary" "no" 2912 "yes" "no" "teleph" 7 "may" 195 1 -1 0 "no"
65 "retired" "married" "primary" "no" 536 "no" "no" "teleph" 16 "oct" 622 1 182 1 "no"
26 "services" "single" "secondary" "no" 278 "yes" "no" "teleph" 4 "may" 101 2 -1 0 "no"
52 "blue-collar" "married" "primary" "no" -145 "no" "no" "unknown" 5 "jun" 96 2 -1 0 "no"
32 "blue-collar" "single" "secondary" "no" 882 "yes" "no" "teleph" 14 "may" 563 1 -1 0 "yes"
33 "unemployed" "married" "tertiary" "no" 328 "yes" "yes" "teleph" 16 "apr" 670 1 -1 0 "no"
43 "management" "married" "tertiary" "no" 3836 "yes" "no" "teleph" 4 "aug" 190 3 -1 0 "no"
26 "technician" "single" "tertiary" "no" 82 "yes" "yes" "unknown" 19 "may" 351 1 -1 0 "no"
45 "technician" "married" "secondary" "no" 1086 "yes" "no" "teleph" 20 "nov" 215 6 188 2 "no"
30 "management" "single" "tertiary" "no" 8527 "yes" "no" "unknown" 3 "jun" 59 1 -1 0 "no"
37 "services" "divorced" "primary" "no" 283 "yes" "no" "teleph" 17 "apr" 446 2 -1 0 "no"
45 "management" "single" "tertiary" "no" 2226 "yes" "no" "teleph" 18 "oct" 310 1 804 1 "yes"
34 "management" "married" "tertiary" "no" 1692 "yes" "yes" "unknown" 13 "may" 213 1 -1 0 "no"
35 "services" "married" "secondary" "no" 549 "yes" "yes" "unknown" 27 "may" 371 2 -1 0 "no"
41 "admin." "married" "tertiary" "no" 1670 "no" "no" "teleph" 4 "may" 54 2 -1 0 "no"
42 "self-employed" "married" "tertiary" "no" 0 "no" "no" "teleph" 8 "aug" 118 6 -1 0 "no"
48 "blue-collar" "married" "unknown" "no" 477 "yes" "no" "teleph" 2 "feb" 212 1 249 2 "no"
45 "unknown" "married" "primary" "no" 48 "no" "no" "unknown" 11 "jun" 81 1 -1 0 "no"
47 "management" "married" "tertiary" "no" 321 "yes" "no" "teleph" 5 "aug" 157 1 -1 0 "no"
37 "blue-collar" "married" "primary" "no" 207 "yes" "yes" "unknown" 8 "may" 194 1 -1 0 "no"
32 "management" "married" "secondary" "no" 4277 "yes" "no" "unknown" 29 "may" 129 2 -1 0 "no"
40 "management" "married" "tertiary" "no" -18 "yes" "yes" "teleph" 11 "may" 474 1 256 1 "yes"
35 "technician" "single" "secondary" "no" 190 "yes" "no" "teleph" 29 "jan" 219 1 246 1 "no"
31 "technician" "single" "secondary" "no" 5313 "yes" "no" "teleph" 5 "may" 475 4 166 2 "no"
36 "technician" "single" "tertiary" "no" 43 "no" "no" "teleph" 26 "aug" 359 3 -1 0 "no"
44 "management" "married" "tertiary" "no" 4848 "no" "no" "teleph" 31 "jul" 168 2 -1 0 "no"
52 "admin." "divorced" "secondary" "no" 107 "no" "yes" "unknown" 19 "jun" 148 1 -1 0 "no"
28 "student" "single" "secondary" "no" 359 "no" "no" "teleph" 2 "feb" 197 1 -1 0 "no"
45 "blue-collar" "married" "primary" "no" 14258 "no" "no" "unknown" 11 "jun" 42 2 -1 0 "no"
38 "management" "married" "tertiary" "no" 13997 "no" "no" "unknown" 17 "jun" 118 3 -1 0 "no"
39 "blue-collar" "married" "primary" "no" 1637 "yes" "no" "teleph" 11 "may" 299 2 -1 0 "no"
28 "management" "single" "tertiary" "no" 0 "no" "no" "teleph" 27 "may" 198 2 -1 0 "no"
31 "technician" "single" "secondary" "no" 842 "no" "no" "teleph" 2 "feb" 361 1 -1 0 "no"
46 "blue-collar" "married" "primary" "no" 280 "yes" "no" "unknown" 27 "may" 217 1 -1 0 "no"
22 "student" "single" "secondary" "no" 267 "yes" "no" "teleph" 12 "may" 25 1 -1 0 "no"
49 "blue-collar" "single" "primary" "no" 2333 "yes" "no" "teleph" 7 "may" 1516 2 353 2 "yes"
44 "unemployed" "married" "secondary" "no" 330 "yes" "no" "unknown" 12 "may" 129 2 -1 0 "no"
31 "self-employed" "single" "secondary" "no" 391 "yes" "no" "unknown" 26 "may" 592 4 -1 0 "no"
53 "blue-collar" "married" "primary" "no" 3604 "yes" "no" "unknown" 23 "may" 331 6 -1 0 "no"
55 "management" "married" "tertiary" "no" 7478 "no" "no" "teleph" 8 "aug" 353 2 -1 0 "no"
35 "technician" "married" "secondary" "no" 2379 "no" "no" "teleph" 19 "nov" 256 3 -1 0 "no"
35 "blue-collar" "married" "secondary" "no" 5765 "yes" "no" "teleph" 20 "nov" 340 1 183 2 "no"
37 "management" "single" "tertiary" "no" 111 "yes" "no" "teleph" 21 "aug" 101 2 -1 0 "no"
50 "blue-collar" "married" "secondary" "no" 197 "yes" "no" "teleph" 17 "apr" 599 2 -1 0 "no"
37 "management" "married" "primary" "no" 4297 "yes" "no" "teleph" 6 "apr" 610 2 138 1 "no"
37 "blue-collar" "single" "primary" "no" 7575 "yes" "no" "unknown" 20 "may" 412 1 -1 0 "no"
29 "management" "single" "tertiary" "no" 622 "no" "no" "teleph" 16 "dec" 314 1 195 1 "yes"
31 "admin." "single" "secondary" "no" 242 "yes" "no" "teleph" 17 "apr" 508 1 315 11 "no"
40 "technician" "married" "secondary" "no" -430 "yes" "no" "unknown" 26 "may" 127 1 -1 0 "no"
47 "services" "divorced" "secondary" "no" 178 "no" "no" "unknown" 5 "may" 212 1 -1 0 "no"
55 "self-employed" "married" "secondary" "no" 2911 "no" "yes" "teleph" 18 "aug" 151 12 -1 0 "no"
33 "technician" "single" "secondary" "no" 1000 "yes" "no" "teleph" 21 "nov" 58 1 122 4 "no"
53 "services" "divorced" "secondary" "no" 4950 "no" "no" "teleph" 5 "feb" 8 6 -1 0 "no"
38 "management" "single" "tertiary" "no" 677 "no" "no" "teleph" 28 "jun" 297 4 144 4 "yes"
61 "management" "married" "secondary" "no" 1051 "no" "no" "teleph" 20 "aug" 180 1 -1 0 "no"
43 "unemployed" "divorced" "secondary" "no" 1714 "yes" "no" "teleph" 19 "nov" 87 1 -1 0 "no"
42 "housemaid" "married" "primary" "no" 1 "yes" "no" "teleph" 28 "jul" 59 5 -1 0 "no"
36 "management" "divorced" "tertiary" "no" 0 "no" "no" "teleph" 28 "aug" 81 4 -1 0 "no"
31 "technician" "single" "tertiary" "no" 1267 "yes" "no" "unknown" 3 "jun" 207 1 -1 0 "no"
59 "management" "married" "unknown" "no" 3841 "no" "no" "teleph" 21 "nov" 216 4 -1 0 "no"
29 "blue-collar" "married" "primary" "no" 217 "yes" "no" "unknown" 30 "may" 322 2 -1 0 "no"
33 "technician" "married" "secondary" "no" 5207 "yes" "no" "teleph" 20 "apr" 137 1 272 2 "no"
44 "blue-collar" "married" "primary" "no" -258 "yes" "no" "teleph" 10 "jul" 73 1 -1 0 "no"
43 "blue-collar" "married" "secondary" "no" 1451 "yes" "no" "unknown" 6 "may" 371 2 -1 0 "no"
42 "management" "married" "tertiary" "no" 655 "yes" "no" "teleph" 5 "nov" 298 5 -1 0 "no"
32 "management" "single" "tertiary" "no" 627 "no" "no" "teleph" 7 "aug" 101 2 -1 0 "no"
43 "management" "married" "tertiary" "no" 0 "yes" "no" "teleph" 17 "nov" 110 1 -1 0 "no"
39 "admin." "single" "secondary" "no" 177 "yes" "no" "teleph" 30 "jan" 107 2 -1 0 "no"
23 "blue-collar" "married" "primary" "no" 1259 "yes" "no" "teleph" 16 "apr" 743 1 -1 0 "no"
43 "services" "married" "secondary" "no" 698 "no" "no" "teleph" 31 "jul" 644 2 -1 0 "no"
46 "admin." "married" "secondary" "no" 507 "yes" "no" "teleph" 29 "jan" 169 1 -1 0 "no"
31 "technician" "married" "secondary" "no" 129 "yes" "no" "teleph" 4 "feb" 380 1 -1 0 "no"
38 "management" "married" "tertiary" "no" 3735 "no" "no" "teleph" 21 "nov" 663 4 -1 0 "yes"
53 "blue-collar" "married" "primary" "no" 259 "yes" "no" "teleph" 11 "may" 238 2 361 5 "no"
37 "blue-collar" "married" "primary" "no" 411 "yes" "no" "unknown" 9 "may" 514 1 -1 0 "no"
49 "entrepreneur" "divorced" "secondary" "no" 35 "no" "no" "teleph" 5 "feb" 128 1 -1 0 "no"
31 "unemployed" "single" "secondary" "no" 342 "no" "no" "teleph" 30 "jan" 130 1 2 1 "no"
45 "management" "married" "tertiary" "no" 7549 "no" "no" "teleph" 5 "aug" 131 5 356 3 "no"
58 "admin." "married" "secondary" "no" 3800 "yes" "no" "unknown" 2 "jun" 111 4 -1 0 "no"
35 "blue-collar" "single" "secondary" "no" 0 "yes" "no" "teleph" 16 "apr" 169 1 -1 0 "no"
32 "technician" "single" "secondary" "no" 336 "yes" "yes" "teleph" 16 "apr" 346 1 234 3 "no"
28 "technician" "single" "tertiary" "no" 0 "yes" "no" "unknown" 4 "jun" 205 6 -1 0 "no"
26 "technician" "single" "secondary" "no" 726 "yes" "no" "unknown" 28 "may" 576 3 -1 0 "yes"
48 "management" "married" "tertiary" "no" 1277 "yes" "no" "teleph" 18 "nov" 1476 3 -1 0 "no"
30 "blue-collar" "single" "secondary" "no" 395 "no" "no" "teleph" 28 "jul" 171 3 -1 0 "no"
31 "entrepreneur" "single" "tertiary" "no" 41 "no" "no" "teleph" 20 "nov" 185 2 -1 0 "no"
31 "management" "married" "tertiary" "no" 1286 "yes" "no" "unknown" 27 "may" 676 6 -1 0 "no"
45 "blue-collar" "divorced" "primary" "no" 1024 "no" "no" "teleph" 21 "nov" 362 1 -1 0 "no"
