"age","job","marital","education","default","balance","housing","loan","day","month","duration","campaign","pdays","previous","y"
67,"retired","married","unknown","no",800,"no","no",4,"may",77,2,-1,0,"no"
48,"unemployed","divorced","secondary","no",1455.1724137931,"yes","no",3,"feb",45,1,-1,0,"no"
57,"management","married","tertiary","no",2777.01149425287,"no","no",11,"aug",74,2,-1,0,"no"
31,"housemaid","married","primary","no",28.735632183908,"no","no",21,"aug",169,5,-1,0,"no"
30,"student","single","tertiary","no",8635.63218390805,"no","no",11,"aug",269,2,-1,0,"no"
56,"entrepreneur","divorced","primary","no",33.3333333333333,"no","no",29,"jan",52,2,227,1,"no"
26,"blue-collar","married","primary","no",5880.45977011494,"yes","no",22,"jul",246,3,-1,0,"no"
44,"management","married","secondary","no",-2006.89655172414,"yes","no",20,"jun",218,1,-1,0,"no"
44,"technician","divorced","secondary","no",16.0919540229885,"no","no",13,"nov",167,1,92,1,"yes"
31,"management","married","tertiary","no",4767.81609195402,"yes","no",21,"nov",316,3,99,9,"yes"
47,"self-employed","married","unknown","no",16.0919540229885,"yes","no",15,"may",142,1,-1,0,"no"
30,"admin.","single","secondary","no",120.689655172414,"yes","no",21,"nov",75,1,-1,0,"no"
37,"management","married","tertiary","no",881.609195402299,"no","yes",2,"feb",204,1,-1,0,"no"
56,"admin.","divorced","primary","no",0,"no","yes",10,"jul",542,1,-1,0,"no"
43,"management","single","secondary","no",-262.068965517241,"yes","yes",16,"may",122,2,-1,0,"no"
42,"services","married","secondary","no",583.908045977012,"yes","no",30,"may",70,1,-1,0,"no"
60,"management","married","secondary","no",833.333333333333,"yes","no",8,"jul",266,1,-1,0,"no"
34,"blue-collar","married","unknown","no",47.1264367816092,"yes","no",6,"may",34,9,-1,0,"no"
34,"management","single","tertiary","no",211.494252873563,"no","no",22,"jul",203,4,-1,0,"no"
41,"management","married","tertiary","no",288.505747126437,"no","yes",6,"jun",85,3,-1,0,"no"
38,"management","divorced","secondary","no",-19.5402298850575,"no","no",21,"nov",11,4,-1,0,"no"
23,"services","married","secondary","no",-21.8390804597701,"yes","no",20,"jun",13,10,-1,0,"no"
33,"management","married","tertiary","no",1222.98850574713,"yes","no",13,"may",562,1,-1,0,"yes"
36,"blue-collar","married","secondary","no",893.103448275862,"yes","no",6,"may",185,3,-1,0,"no"
49,"unemployed","married","tertiary","no",433.333333333333,"no","no",22,"may",158,1,59,2,"no"
34,"admin.","divorced","secondary","no",550.574712643678,"yes","no",12,"may",515,1,350,5,"yes"
40,"technician","divorced","secondary","no",-431.034482758621,"yes","no",13,"may",60,5,-1,0,"no"
72,"retired","married","primary","no",914.942528735632,"no","no",24,"apr",173,2,-1,0,"no"
43,"technician","married","secondary","no",19.5402298850575,"yes","no",16,"may",353,4,-1,0,"no"
44,"blue-collar","married","secondary","no",1231.03448275862,"yes","no",11,"may",143,3,357,1,"no"
35,"admin.","married","secondary","no",0,"yes","no",20,"apr",18,5,-1,0,"no"
46,"admin.","divorced","secondary","no",8480.45977011494,"no","no",18,"nov",466,1,-1,0,"no"
55,"admin.","married","secondary","no",994.252873563218,"yes","no",17,"apr",85,1,151,1,"no"
50,"technician","divorced","secondary","no",-805.747126436782,"yes","yes",24,"jul",148,1,-1,0,"no"
23,"blue-collar","single","unknown","no",939.080459770115,"yes","no",18,"may",123,1,-1,0,"no"
34,"student","married","unknown","no",1594.25287356322,"no","no",30,"apr",121,1,-1,0,"no"
40,"blue-collar","married","secondary","no",0,"yes","yes",29,"may",245,3,-1,0,"no"
61,"retired","married","secondary","no",3352.87356321839,"no","no",6,"oct",215,1,-1,0,"yes"
53,"technician","married","secondary","no",5219.54022988506,"yes","no",15,"may",190,6,-1,0,"no"
57,"technician","married","secondary","no",0,"no","no",13,"may",44,1,-1,0,"no"
28,"blue-collar","married","secondary","no",4927.58620689655,"no","no",30,"apr",171,1,-1,0,"no"
25,"admin.","married","secondary","no",278.16091954023,"yes","no",30,"jul",62,12,-1,0,"no"
38,"blue-collar","married","secondary","no",196.551724137931,"yes","yes",20,"may",172,1,-1,0,"no"
27,"services","single","secondary","no",297.701149425287,"yes","no",23,"may",78,10,-1,0,"no"
45,"blue-collar","married","secondary","no",950.574712643678,"yes","no",15,"may",319,5,-1,0,"no"
31,"services","single","secondary","no",539.080459770115,"no","yes",2,"feb",111,1,-1,0,"no"
39,"blue-collar","married","primary","no",2558.62068965517,"yes","no",6,"may",158,1,-1,0,"no"
42,"technician","married","secondary","no",0,"no","no",29,"aug",82,12,-1,0,"no"
46,"management","married","tertiary","no",548.275862068965,"yes","no",20,"may",128,6,-1,0,"no"
36,"services","married","secondary","no",48.2758620689655,"yes","no",8,"may",102,4,-1,0,"no"
30,"management","single","tertiary","no",890.804597701149,"yes","no",16,"jun",124,2,-1,0,"no"
32,"blue-collar","married","secondary","no",10.3448275862069,"yes","no",17,"apr",334,2,-1,0,"no"
52,"technician","married","tertiary","no",2939.08045977011,"no","no",28,"jan",134,5,204,2,"yes"
31,"management","married","tertiary","no",2752.87356321839,"no","no",27,"apr",218,1,-1,0,"no"
60,"management","married","primary","no",5626.4367816092,"no","no",9,"jun",313,1,-1,0,"no"
35,"blue-collar","single","secondary","no",432.183908045977,"yes","yes",6,"may",207,3,-1,0,"no"
38,"management","married","tertiary","no",447.126436781609,"yes","no",6,"may",262,1,-1,0,"no"
46,"management","divorced","tertiary","no",154.022988505747,"no","no",19,"aug",134,2,-1,0,"no"
45,"entrepreneur","divorced","tertiary","no",1463.2183908046,"yes","yes",11,"jun",197,3,-1,0,"no"
59,"services","married","secondary","no",0,"yes","no",12,"may",214,3,-1,0,"no"
34,"management","married","tertiary","no",3324.13793103448,"yes","yes",30,"jul",1165,7,-1,0,"no"
33,"technician","divorced","secondary","no",0,"yes","no",7,"may",177,2,-1,0,"no"
46,"management","single","secondary","no",339.080459770115,"yes","no",23,"may",141,6,-1,0,"no"
48,"admin.","married","secondary","no",335.632183908046,"yes","yes",29,"jul",164,6,-1,0,"no"
31,"services","single","secondary","no",97.7011494252874,"no","no",16,"jul",151,1,-1,0,"no"
32,"technician","married","secondary","no",4.59770114942529,"no","no",4,"feb",145,2,260,4,"no"
35,"blue-collar","divorced","primary","no",-674.712643678161,"yes","no",26,"may",111,1,-1,0,"no"
36,"blue-collar","single","primary","no",421.83908045977,"no","no",2,"feb",217,1,221,1,"no"
52,"management","married","tertiary","no",-1406.89655172414,"yes","no",7,"may",253,4,-1,0,"no"
45,"management","divorced","tertiary","no",1102.29885057471,"no","no",18,"jun",74,1,-1,0,"no"
34,"management","married","tertiary","no",0,"no","no",20,"aug",263,2,-1,0,"no"
25,"blue-collar","married","primary","yes",-677.011494252874,"yes","no",3,"jun",233,1,-1,0,"no"
26,"management","single","tertiary","no",-9.19540229885057,"no","no",13,"aug",402,2,-1,0,"no"
57,"management","married","unknown","no",0,"no","no",30,"sep",585,1,-1,0,"no"
48,"management","married","primary","no",283.908045977012,"yes","yes",14,"may",145,1,-1,0,"no"
48,"technician","married","unknown","no",6371.26436781609,"no","no",16,"jun",143,5,-1,0,"no"
32,"blue-collar","married","primary","no",737.931034482759,"no","yes",8,"jul",524,1,-1,0,"no"
58,"retired","married","secondary","no",12.6436781609195,"no","no",11,"aug",270,1,-1,0,"no"
57,"management","married","primary","no",-259.770114942529,"yes","no",4,"jun",272,1,-1,0,"no"
31,"entrepreneur","married","tertiary","no",5966.66666666667,"no","no",20,"nov",187,2,-1,0,"no"
33,"blue-collar","single","secondary","no",-367.816091954023,"no","no",18,"may",268,2,-1,0,"no"
53,"entrepreneur","married","tertiary","no",2631.03448275862,"yes","yes",17,"nov",183,1,-1,0,"no"
36,"admin.","married","secondary","no",833.333333333333,"yes","no",27,"feb",123,3,99,8,"no"
32,"technician","single","tertiary","no",810.344827586207,"yes","no",20,"apr",20,4,-1,0,"no"
45,"blue-collar","married","secondary","no",891.954022988506,"yes","no",6,"feb",232,4,253,1,"no"
35,"unemployed","married","tertiary","no",937.931034482759,"yes","no",19,"nov",547,7,-1,0,"no"
41,"services","married","secondary","no",196.551724137931,"no","no",21,"jul",71,9,-1,0,"no"
54,"services","married","secondary","no",933.333333333333,"no","no",31,"jul",113,6,-1,0,"no"
49,"services","married","secondary","no",945.977011494253,"no","no",8,"aug",780,4,-1,0,"yes"
28,"technician","single","secondary","no",1670.11494252874,"yes","no",12,"may",246,1,343,1,"no"
24,"blue-collar","single","unknown","no",495.402298850575,"yes","no",3,"jun",108,12,-1,0,"no"
30,"admin.","single","secondary","no",1159.77011494253,"yes","no",29,"jan",253,1,-1,0,"no"
32,"self-employed","married","primary","no",328.735632183908,"yes","no",6,"aug",175,1,-1,0,"no"
53,"entrepreneur","married","tertiary","no",25712.6436781609,"yes","no",15,"may",106,1,-1,0,"no"
42,"blue-collar","married","primary","no",2426.4367816092,"yes","no",7,"may",86,2,-1,0,"no"
48,"blue-collar","married","primary","no",6167.81609195402,"yes","no",21,"may",248,3,-1,0,"no"
33,"technician","married","secondary","no",208.045977011494,"yes","yes",28,"jul",265,2,-1,0,"no"
31,"blue-collar","divorced","secondary","no",-519.540229885057,"yes","no",26,"may",182,5,-1,0,"no"
56,"unemployed","divorced","primary","no",2034.48275862069,"no","no",5,"feb",916,3,-1,0,"no"
58,"retired","married","primary","no",0,"no","no",4,"aug",506,1,-1,0,"no"
37,"admin.","single","secondary","no",-340.229885057471,"yes","no",20,"apr",81,1,-1,0,"no"
59,"management","married","primary","no",2710.34482758621,"yes","no",17,"apr",30,1,-1,0,"no"
50,"management","single","tertiary","no",1379.31034482759,"no","no",14,"aug",904,3,-1,0,"yes"
39,"housemaid","single","primary","no",125.287356321839,"yes","no",6,"may",699,3,-1,0,"no"
30,"technician","married","secondary","no",708.045977011494,"yes","no",6,"may",19,1,-1,0,"no"
47,"services","divorced","secondary","no",5639.08045977012,"yes","no",14,"may",389,1,-1,0,"no"
44,"self-employed","married","secondary","no",359.770114942529,"no","no",6,"aug",211,4,-1,0,"no"
38,"blue-collar","married","primary","no",333.333333333333,"yes","no",16,"apr",283,1,-1,0,"no"
50,"management","married","tertiary","no",1425.28735632184,"no","no",12,"aug",474,2,-1,0,"no"
27,"admin.","single","tertiary","no",4220.68965517241,"yes","no",15,"may",157,2,351,5,"no"
73,"retired","married","secondary","no",21.8390804597701,"no","no",5,"nov",509,2,-1,0,"no"
46,"blue-collar","married","primary","no",164.367816091954,"yes","no",7,"may",279,1,-1,0,"no"
56,"retired","divorced","secondary","no",243.67816091954,"no","yes",17,"jul",27,1,-1,0,"no"
36,"management","married","tertiary","no",10.3448275862069,"no","no",11,"aug",386,4,-1,0,"yes"
33,"blue-collar","married","primary","no",3533.33333333333,"no","no",18,"nov",679,1,-1,0,"no"
40,"management","married","tertiary","no",1993.10344827586,"yes","no",2,"jun",169,1,-1,0,"no"
52,"management","married","tertiary","no",660.919540229885,"no","no",3,"jun",315,1,-1,0,"no"
51,"blue-collar","married","secondary","no",456.32183908046,"yes","no",20,"aug",293,2,-1,0,"no"
33,"blue-collar","married","secondary","no",735.632183908046,"yes","no",3,"feb",439,3,-1,0,"no"
54,"services","married","secondary","no",181.609195402299,"yes","no",19,"may",198,1,-1,0,"no"
44,"management","married","secondary","no",3429.88505747126,"yes","no",15,"may",770,2,-1,0,"no"
50,"entrepreneur","married","secondary","no",1162.06896551724,"yes","no",30,"jul",340,2,-1,0,"no"
45,"blue-collar","single","secondary","no",0,"yes","no",26,"apr",1472,1,192,4,"yes"
36,"management","married","tertiary","no",1302.29885057471,"yes","no",4,"aug",293,1,181,2,"yes"
42,"technician","married","secondary","no",5683.90804597701,"yes","no",2,"mar",311,2,-1,0,"yes"
37,"technician","married","secondary","no",818.390804597701,"yes","no",18,"nov",291,2,-1,0,"no"
28,"services","single","secondary","no",-490.804597701149,"yes","yes",21,"may",965,2,-1,0,"no"
56,"admin.","married","secondary","no",2466.66666666667,"no","yes",9,"jun",594,1,-1,0,"no"
59,"admin.","married","secondary","no",105.747126436782,"yes","no",12,"may",139,2,350,1,"no"
32,"unemployed","married","secondary","no",11.4942528735632,"yes","no",6,"may",501,4,-1,0,"no"
57,"retired","married","primary","no",1422.98850574713,"yes","no",15,"jul",274,1,-1,0,"no"
49,"admin.","single","secondary","no",1127.58620689655,"yes","no",21,"nov",10,3,-1,0,"no"
56,"entrepreneur","married","unknown","no",660.919540229885,"no","no",20,"jun",18,2,-1,0,"no"
48,"admin.","divorced","unknown","no",-80.4597701149425,"no","no",14,"may",243,1,-1,0,"no"
27,"student","single","tertiary","no",4290.80459770115,"yes","no",22,"may",198,1,98,6,"yes"
31,"management","single","tertiary","no",659.770114942529,"yes","no",16,"jul",410,2,-1,0,"no"
28,"blue-collar","single","secondary","no",49.4252873563218,"no","no",19,"may",190,1,-1,0,"no"
36,"management","married","tertiary","no",491.954022988506,"no","no",28,"may",121,1,-1,0,"no"
58,"housemaid","married","primary","no",0,"yes","no",9,"jul",148,1,-1,0,"no"
46,"admin.","married","secondary","no",0,"yes","yes",20,"apr",239,2,259,2,"no"
32,"management","single","tertiary","no",544.827586206897,"yes","no",7,"aug",90,3,-1,0,"no"
39,"services","married","secondary","no",-620.689655172414,"no","no",6,"jun",29,1,-1,0,"no"
35,"self-employed","married","tertiary","no",643.67816091954,"yes","no",2,"apr",58,1,136,1,"no"
31,"management","married","tertiary","no",373.563218390805,"yes","no",18,"jul",1139,2,-1,0,"yes"
29,"management","single","tertiary","no",502.298850574713,"no","no",5,"aug",504,1,92,1,"yes"
48,"blue-collar","married","primary","no",659.770114942529,"no","no",5,"aug",348,1,-1,0,"no"
60,"retired","married","primary","no",0,"no","no",30,"jul",130,3,-1,0,"no"
74,"retired","married","secondary","no",1074.71264367816,"no","no",26,"jan",100,1,104,1,"no"
30,"services","married","secondary","no",803.448275862069,"yes","no",29,"may",544,1,-1,0,"no"
52,"admin.","single","primary","no",0,"no","no",19,"may",182,11,-1,0,"no"
24,"blue-collar","married","secondary","no",-252.873563218391,"yes","no",2,"apr",90,1,-1,0,"no"
29,"services","married","secondary","no",13122.9885057471,"yes","no",28,"may",272,2,-1,0,"no"
33,"housemaid","married","primary","no",243.67816091954,"yes","no",11,"jul",260,2,-1,0,"no"
34,"blue-collar","married","secondary","no",77.0114942528736,"yes","yes",8,"may",672,3,-1,0,"no"
45,"admin.","divorced","secondary","no",0,"no","no",29,"oct",264,1,-1,0,"yes"
31,"blue-collar","married","secondary","no",0,"no","yes",15,"jul",275,2,-1,0,"no"
45,"technician","married","secondary","no",1922.98850574713,"no","no",23,"oct",76,1,-1,0,"no"
27,"services","married","secondary","no",-1381.6091954023,"yes","no",4,"jun",749,2,-1,0,"no"
30,"management","single","tertiary","no",4842.52873563218,"no","no",25,"aug",142,4,-1,0,"no"
45,"blue-collar","married","primary","no",0,"no","no",26,"aug",454,2,-1,0,"no"
57,"blue-collar","married","secondary","no",1748.27586206897,"yes","yes",18,"may",102,2,178,5,"no"
34,"management","married","tertiary","no",1505.74712643678,"no","no",30,"jan",521,3,158,7,"no"
40,"admin.","married","secondary","no",0,"yes","yes",17,"nov",57,1,-1,0,"no"
39,"management","married","tertiary","no",458.620689655172,"no","no",9,"apr",504,1,-1,0,"no"
46,"technician","married","tertiary","no",465.51724137931,"no","no",11,"aug",138,3,-1,0,"no"
55,"management","divorced","tertiary","no",11213.7931034483,"yes","no",5,"jun",103,2,95,1,"yes"
25,"management","single","tertiary","no",2880.45977011494,"no","no",17,"feb",485,1,-1,0,"yes"
34,"management","married","tertiary","no",801.149425287356,"no","no",5,"aug",166,1,-1,0,"no"
37,"blue-collar","married","primary","no",463.218390804598,"yes","no",8,"may",318,2,338,1,"no"
64,"retired","divorced","tertiary","no",1022.98850574713,"no","no",3,"jul",531,3,-1,0,"no"
45,"technician","divorced","secondary","no",929.885057471264,"yes","no",13,"may",155,2,363,4,"no"
57,"housemaid","married","secondary","no",181.609195402299,"yes","no",10,"jul",73,1,-1,0,"no"
21,"student","single","unknown","no",157.471264367816,"yes","no",12,"may",198,3,-1,0,"no"
58,"housemaid","married","secondary","no",3109.19540229885,"no","no",14,"aug",137,1,-1,0,"no"
41,"blue-collar","single","secondary","no",86.2068965517241,"yes","no",1,"jul",479,9,-1,0,"yes"
41,"management","married","unknown","no",2824.13793103448,"yes","no",9,"may",285,1,-1,0,"no"
58,"management","married","tertiary","no",621.83908045977,"yes","no",8,"may",98,1,-1,0,"no"
33,"management","married","tertiary","no",329.885057471264,"yes","no",15,"may",199,2,274,3,"no"
32,"management","married","tertiary","no",313.793103448276,"yes","yes",18,"jul",97,3,-1,0,"no"
44,"services","divorced","secondary","no",0,"yes","no",4,"jun",389,5,-1,0,"no"
47,"unknown","married","unknown","no",778.16091954023,"no","no",7,"aug",384,1,99,4,"no"
41,"self-employed","married","primary","no",390.804597701149,"no","no",6,"jun",37,3,-1,0,"no"
54,"technician","married","tertiary","no",112.64367816092,"no","no",8,"aug",420,4,-1,0,"no"
47,"technician","divorced","tertiary","no",548.275862068965,"yes","no",7,"may",973,1,366,1,"no"
32,"management","single","tertiary","no",3021.83908045977,"no","no",28,"aug",77,4,-1,0,"no"
59,"housemaid","married","tertiary","no",0,"no","yes",29,"jul",376,2,-1,0,"no"
29,"technician","single","tertiary","no",2672.41379310345,"no","no",2,"feb",125,1,-1,0,"yes"
48,"services","married","secondary","yes",-22.9885057471264,"no","no",20,"aug",142,2,-1,0,"no"
32,"technician","single","secondary","no",264.367816091954,"yes","no",18,"may",442,1,266,8,"yes"
46,"management","divorced","secondary","no",-979.310344827586,"no","yes",29,"aug",728,2,-1,0,"no"
31,"blue-collar","single","primary","no",-321.83908045977,"no","no",21,"may",281,3,-1,0,"no"
53,"blue-collar","married","secondary","no",28.735632183908,"no","no",22,"aug",528,2,-1,0,"yes"
34,"technician","single","tertiary","no",11322.9885057471,"yes","no",20,"nov",128,5,-1,0,"no"
48,"services","single","unknown","no",5856.32183908046,"yes","no",16,"jun",71,1,-1,0,"no"
32,"technician","married","secondary","no",789.655172413793,"no","no",20,"aug",161,4,-1,0,"no"
31,"management","married","secondary","no",1572.41379310345,"yes","no",12,"aug",129,4,-1,0,"no"
27,"blue-collar","single","primary","no",-205.747126436782,"yes","no",15,"may",54,2,-1,0,"no"
60,"admin.","married","secondary","no",-455.172413793103,"yes","no",11,"may",443,1,350,1,"no"
34,"blue-collar","single","tertiary","no",1162.06896551724,"yes","no",6,"may",136,1,-1,0,"no"
52,"self-employed","married","secondary","no",10.3448275862069,"no","yes",6,"jun",44,1,-1,0,"no"
48,"blue-collar","married","secondary","no",1332.18390804598,"yes","yes",15,"may",1181,9,-1,0,"no"
45,"technician","married","primary","no",-370.114942528736,"no","no",9,"jun",225,2,-1,0,"no"
54,"technician","divorced","secondary","no",1280.45977011494,"yes","no",30,"jan",81,1,-1,0,"no"
52,"services","married","secondary","no",2381.6091954023,"no","no",10,"jul",224,1,-1,0,"no"
47,"entrepreneur","married","tertiary","no",527.586206896552,"yes","no",29,"jul",189,4,-1,0,"no"
54,"unknown","married","secondary","no",1329.88505747126,"no","no",26,"may",98,2,-1,0,"no"
34,"blue-collar","married","secondary","no",9550.57471264368,"yes","yes",19,"nov",50,1,-1,0,"no"
39,"technician","single","tertiary","no",1198.85057471264,"no","no",18,"aug",195,10,-1,0,"no"
46,"technician","married","secondary","no",2411.49425287356,"no","no",7,"aug",110,2,-1,0,"no"
26,"unemployed","single","secondary","no",529.885057471264,"no","no",28,"jan",214,1,-1,0,"no"
37,"technician","single","secondary","no",70.1149425287356,"yes","no",19,"may",182,8,-1,0,"no"
47,"blue-collar","married","secondary","no",1382.75862068966,"yes","no",17,"apr",239,2,-1,0,"no"
35,"technician","married","secondary","no",1226.4367816092,"no","yes",12,"aug",179,6,-1,0,"no"
57,"unemployed","married","primary","no",0,"no","no",9,"jun",540,1,-1,0,"no"
34,"management","married","tertiary","no",1904.59770114943,"yes","no",18,"may",566,2,356,4,"no"
47,"technician","married","secondary","no",1401.14942528736,"no","no",18,"aug",697,4,-1,0,"yes"
27,"technician","married","secondary","no",8.04597701149425,"yes","no",15,"may",98,2,-1,0,"no"
40,"blue-collar","married","secondary","no",-964.367816091954,"yes","yes",16,"jul",1018,2,-1,0,"yes"
39,"technician","married","secondary","no",1142.52873563218,"no","no",5,"feb",221,1,241,1,"no"
36,"entrepreneur","married","tertiary","no",6.89655172413793,"no","no",30,"oct",246,1,-1,0,"no"
42,"technician","single","secondary","no",0,"no","no",21,"aug",656,2,-1,0,"no"
23,"blue-collar","single","primary","no",9916.09195402299,"yes","no",3,"jun",281,1,-1,0,"no"
34,"management","married","tertiary","no",152.873563218391,"yes","no",8,"may",65,1,-1,0,"no"
34,"blue-collar","married","secondary","no",283.908045977012,"yes","yes",26,"may",193,5,-1,0,"no"
49,"services","married","secondary","no",1280.45977011494,"no","no",17,"nov",283,1,-1,0,"no"
57,"blue-collar","married","primary","no",1829.88505747126,"no","yes",20,"jun",78,4,-1,0,"no"
59,"retired","married","unknown","no",0,"no","no",8,"may",425,6,-1,0,"no"
57,"admin.","married","tertiary","no",52.8735632183908,"no","no",7,"aug",238,2,-1,0,"no"
34,"blue-collar","married","secondary","no",1403.44827586207,"yes","no",6,"may",182,1,90,8,"no"
61,"management","married","secondary","no",1132.18390804598,"no","no",18,"aug",998,6,-1,0,"yes"
35,"blue-collar","divorced","secondary","no",0,"yes","no",8,"may",477,1,-1,0,"no"
42,"management","married","tertiary","no",597.701149425287,"no","no",4,"nov",158,1,-1,0,"no"
57,"services","married","tertiary","no",11.4942528735632,"no","no",8,"jul",320,3,-1,0,"no"
42,"blue-collar","married","secondary","no",2479.31034482759,"yes","no",13,"may",149,1,364,2,"no"
53,"retired","married","secondary","no",7005.74712643678,"yes","yes",14,"may",410,5,-1,0,"no"
63,"retired","married","tertiary","no",152.873563218391,"yes","no",13,"feb",104,2,-1,0,"no"
47,"self-employed","married","secondary","no",1288.50574712644,"no","no",20,"jun",454,6,-1,0,"no"
54,"services","married","secondary","no",101.149425287356,"yes","no",13,"may",190,1,-1,0,"no"
45,"admin.","married","secondary","no",0,"no","no",19,"aug",145,10,-1,0,"no"
28,"management","single","tertiary","no",-377.011494252874,"yes","no",2,"feb",318,2,-1,0,"no"
58,"unemployed","married","secondary","no",701.149425287356,"yes","no",29,"jul",246,2,-1,0,"no"
48,"management","single","tertiary","no",475.862068965517,"no","no",21,"jul",761,2,-1,0,"no"
35,"management","divorced","tertiary","no",0,"yes","no",29,"oct",171,1,-1,0,"yes"
37,"self-employed","married","tertiary","no",0,"no","no",6,"jun",143,1,-1,0,"no"
37,"blue-collar","married","secondary","no",787.35632183908,"yes","no",6,"jun",968,1,-1,0,"no"
37,"management","married","primary","no",26271.2643678161,"no","no",2,"jul",154,1,388,1,"no"
25,"services","single","secondary","no",-404.597701149425,"no","no",15,"jul",246,1,-1,0,"no"
58,"blue-collar","married","secondary","no",691.954022988506,"yes","no",13,"may",201,1,-1,0,"no"
52,"management","married","secondary","no",-675.862068965517,"yes","no",22,"jul",81,4,-1,0,"no"
19,"student","single","secondary","no",347.126436781609,"no","no",16,"jul",205,1,-1,0,"yes"
59,"blue-collar","married","secondary","no",6108.04597701149,"yes","no",5,"may",200,3,-1,0,"no"
41,"technician","married","secondary","no",73.5632183908046,"yes","yes",8,"may",210,2,-1,0,"no"
34,"technician","single","tertiary","no",726.436781609195,"no","no",22,"aug",215,10,-1,0,"no"
35,"technician","single","secondary","no",6587.35632183908,"yes","no",4,"may",164,2,167,4,"no"
41,"technician","married","secondary","no",1036.7816091954,"no","no",16,"jun",35,6,-1,0,"no"
28,"blue-collar","single","secondary","no",7249.42528735632,"yes","no",28,"may",615,1,-1,0,"no"
53,"management","divorced","secondary","no",128.735632183908,"no","yes",11,"aug",246,3,-1,0,"no"
35,"services","married","secondary","no",0,"no","yes",9,"jul",42,1,-1,0,"no"
33,"admin.","single","tertiary","no",713.793103448276,"no","no",8,"jul",217,1,-1,0,"no"
37,"technician","single","secondary","no",500,"yes","no",26,"may",210,1,-1,0,"no"
32,"technician","married","secondary","no",898.850574712644,"yes","no",26,"may",116,4,-1,0,"no"
32,"blue-collar","married","secondary","no",549.425287356322,"yes","no",3,"jun",200,1,-1,0,"no"
54,"services","married","unknown","no",9039.08045977012,"yes","no",15,"may",145,4,-1,0,"no"
44,"blue-collar","married","secondary","no",2195.40229885057,"yes","no",5,"jun",41,1,-1,0,"no"
36,"technician","divorced","tertiary","no",1349.42528735632,"yes","no",18,"nov",192,2,-1,0,"no"
56,"admin.","married","secondary","no",1459.77011494253,"yes","no",17,"nov",80,2,165,2,"no"
30,"management","single","tertiary","no",20.6896551724138,"no","no",20,"may",121,11,-1,0,"no"
36,"blue-collar","married","secondary","no",162.068965517241,"yes","no",23,"may",106,3,-1,0,"no"
43,"management","married","tertiary","no",3317.24137931034,"no","no",20,"nov",230,1,-1,0,"no"
40,"technician","married","secondary","no",3120.68965517241,"yes","no",29,"may",125,2,-1,0,"no"
32,"technician","single","tertiary","no",1264.36781609195,"yes","yes",11,"aug",67,1,-1,0,"no"
34,"blue-collar","married","secondary","no",593.103448275862,"yes","yes",2,"jun",26,1,-1,0,"no"
37,"services","married","secondary","no",1.14942528735632,"no","no",15,"may",395,2,-1,0,"no"
28,"admin.","single","secondary","no",890.804597701149,"no","no",29,"jan",603,2,-1,0,"no"
35,"unknown","married","primary","no",728.735632183908,"no","no",7,"jul",185,2,-1,0,"no"
53,"blue-collar","single","secondary","no",6568.96551724138,"no","no",28,"jan",287,2,-1,0,"no"
60,"admin.","married","unknown","no",1250.57471264368,"yes","no",26,"may",149,1,-1,0,"no"
40,"entrepreneur","married","secondary","no",1760.91954022989,"yes","yes",18,"nov",173,7,-1,0,"no"
57,"retired","married","primary","no",86.2068965517241,"no","no",28,"aug",118,2,-1,0,"no"
29,"technician","single","secondary","no",118.390804597701,"no","no",19,"may",314,1,-1,0,"no"
44,"blue-collar","married","primary","no",154.022988505747,"yes","no",7,"may",378,1,-1,0,"no"
41,"admin.","single","secondary","no",859.770114942529,"no","no",21,"nov",94,7,130,3,"no"
47,"technician","married","secondary","no",2287.35632183908,"yes","yes",25,"aug",108,4,-1,0,"no"
43,"technician","married","tertiary","no",220.689655172414,"no","no",5,"aug",203,2,-1,0,"no"
37,"technician","single","secondary","no",306.896551724138,"no","no",13,"may",121,1,-1,0,"no"
34,"technician","single","tertiary","no",673.563218390805,"yes","no",16,"may",489,2,-1,0,"no"
30,"blue-collar","single","secondary","no",744.827586206897,"yes","yes",8,"may",287,1,-1,0,"no"
57,"entrepreneur","divorced","secondary","yes",28.735632183908,"yes","no",11,"may",652,1,370,4,"no"
26,"admin.","single","secondary","no",110.344827586207,"yes","no",13,"may",612,2,348,3,"no"
34,"management","married","tertiary","no",1282.75862068966,"yes","no",25,"jul",53,5,-1,0,"no"
46,"technician","divorced","secondary","no",-103.448275862069,"no","yes",17,"oct",270,1,-1,0,"yes"
38,"entrepreneur","married","tertiary","no",195.402298850575,"yes","no",18,"may",442,1,-1,0,"yes"
37,"technician","single","secondary","no",4212.64367816092,"no","no",12,"aug",664,3,-1,0,"yes"
28,"management","single","tertiary","no",2735.63218390805,"no","no",14,"sep",394,2,-1,0,"no"
57,"blue-collar","married","primary","no",205.747126436782,"no","no",9,"jun",230,3,-1,0,"no"
39,"management","married","tertiary","no",877.011494252874,"yes","no",11,"may",877,7,300,2,"yes"
49,"services","married","secondary","no",367.816091954023,"no","no",9,"feb",1971,4,-1,0,"yes"
38,"technician","married","secondary","no",2252.87356321839,"yes","no",21,"aug",161,2,-1,0,"no"
27,"blue-collar","married","secondary","no",940.229885057471,"yes","no",3,"jun",188,5,-1,0,"no"
30,"admin.","married","secondary","no",3078.16091954023,"yes","no",18,"may",23,5,-1,0,"no"
